"","ASS.1","ASS.2","ASS.3","ASS.4","ASS.5","BET.1","BET.2","BET.3","BET.4","BET.5","ASPL.1","ASPL.2","ASPL.3","ASPL.4","ASPL.5","CC.1","CC.2","CC.3","CC.4","CC.5","DEG.1","DEG.2","DEG.3","DEG.4","DEG.5","MIN.1","MIN.2","MIN.3","MIN.4","MIN.5","MAX.1","MAX.2","MAX.3","MAX.4","MAX.5","SD.1","SD.2","SD.3","SD.4","SD.5","MT3.1","MT3.2","MT3.3","MT3.4","MT3.5","MT4.1","MT4.2","MT4.3","MT4.4","MT4.5","CLASS"
"64",0.0698935532,-0.2,0,0,0,102.4433,0.01030928,0,0,0,3.134235,96.85588,0,0,0,0.10382916,0,0,0,0,5.072165,0.24742268,0,0,0,5,1,0,0,0,11,11,0,0,0,3.23795,0.7221341,0,0,0,1264,1,0,0,0,8481,0,0,0,0,"class_2"
"65",-0.0600000996,0.0670194,0,0,0,49.65574,0.03278689,0,0,0,2.655191,60.57486,60.96721,0,0,0.10096154,0,0,0,0,5.639344,0.75409836,0.09836066,0,0,21,12,1,0,0,9,7,7,0,0,2.652249,1.1783567,0.5386687,0,0,776,2,0,0,0,4702,0,0,0,0,"class_2"
"66",0.0956331848,-0.1061873,0,0,0,49.35484,0.24193548,0,0,0,2.618191,61.20148,61.96774,0,0,0.13084112,0,0,0,0,5.870968,0.87096774,0.09677419,0,0,6,1,1,0,0,15,15,15,0,0,3.389878,1.5938804,0.5343811,0,0,879,9,0,0,0,5700,7,0,0,0,"class_2"
"67",0.0845665175,-0.2617187,0,0,0,43.03125,0.765625,0,0,0,2.366071,62.68056,0,0,0,0.15153337,0,0,0,0,7.6875,1.0625,0,0,0,5,1,0,0,0,20,22,0,0,0,4.054686,1.6317777,0,0,0,1495,13,0,0,0,11908,10,0,0,0,"class_2"
"68",-0.0786230236,-0.2631579,0,0,0,40.875,0.40625,0,0,0,2.297619,63.0129,0,0,0,0.1640884,0,0,0,0,7.71875,0.9375,0,0,0,20,1,0,0,0,14,14,0,0,0,4.08819,1.5105449,0,0,0,1612,10,0,0,0,13484,6,0,0,0,"class_2"
"69",0.0346207376,0.2424242,0,0,0,53.12698,0.01587302,0,0,0,2.713774,62.68305,62.93651,0,0,0.11111111,0,0,0,0,5.68254,0.63492063,0.19047619,0,0,8,1,1,0,0,11,6,5,0,0,3.036474,1.1259632,0.7374136,0,0,775,1,0,0,0,4652,0,0,0,0,"class_2"
"70",0.0614152053,0.2767296,0,0,0,39.73333,0.18333333,0,0,0,2.346893,59.30621,59.93333,0,0,0.16120577,0,0,0,0,7.766667,1,0.2,0,0,28,4,1,0,0,9,9,9,0,0,3.841639,1.3529629,0.7546466,0,0,1362,4,0,0,0,10527,2,0,0,0,"class_2"
"71",0.0120397968,0.1555556,0,0,0,40.74603,0.55555556,0,0,0,2.314388,61.77983,0,0,0,0.1239521,0,0,0,0,7.809524,1.20634921,0,0,0,6,2,0,0,0,3,16,0,0,0,3.78391,1.5043885,0,0,0,1532,10,0,0,0,12620,6,0,0,0,"class_2"
"72",0.0601680615,0.1520737,0,0,0,45.48387,0.72580645,0,0,0,2.491274,60.95928,61.96774,0,0,0.09823009,0,0,0,0,6.387097,0.74193548,0.09677419,0,0,7,1,1,0,0,60,60,39,0,0,3.210407,1.4478416,0.5343811,0,0,1056,8,0,0,0,7418,8,0,0,0,"class_2"
"73",-0.0727151712,-0.3168317,0,0,0,37.23333,0.38333333,0,0,0,2.262147,58.84633,0,0,0,0.11852332,0,0,0,0,8.033333,1.26666667,0,0,0,48,2,0,0,0,10,6,0,0,0,3.439386,1.5608197,0,0,0,1422,11,0,0,0,11305,5,0,0,0,"class_2"
"74",-0.0697910437,-0.2039801,0,0,0,41.01613,1.25806452,0,0,0,2.344791,60.04125,0,0,0,0.12687585,0,0,0,0,7.483871,1.41935484,0,0,0,16,3,0,0,0,19,1,0,0,0,3.895108,1.7883813,0,0,0,1342,18,0,0,0,10501,16,0,0,0,"class_2"
"75",0.0564976105,-0.1294867,0,0,0,39.53333,4,0,0,0,2.340113,56.30226,59.96667,0,0,0.12317328,0,0,0,0,7.6,1.36666667,0.1,0,0,1,1,1,0,0,31,31,17,0,0,3.906535,2.2167824,0.543061,0,0,1319,26,0,0,0,10256,45,0,0,0,"class_2"
"76",0.0378864567,-0.2444444,0,0,0,39.98413,0.11111111,0,0,0,2.289811,62.36866,0,0,0,0.12454874,0,0,0,0,7.809524,0.88888889,0,0,0,62,3,0,0,0,33,23,0,0,0,3.397614,1.2840349,0,0,0,1524,5,0,0,0,12185,1,0,0,0,"class_2"
"77",-0.1434210972,0.2466247,0,0,0,42.6129,0.19354839,0,0,0,2.397144,61.26441,61.96774,0,0,0.11085973,0,0,0,0,7,1,0.09677419,0,0,11,1,1,0,0,3,27,27,0,0,3.377845,1.355015,0.5343811,0,0,1228,5,0,0,0,9220,2,0,0,0,"class_2"
"78",0.1975213223,-0.3512545,0,0,0,41.54098,0.1147541,0,0,0,2.384699,60.38087,60.90164,0,0,0.13533835,0,0,0,0,7.639344,0.95081967,0.29508197,0,0,5,2,1,0,0,32,8,8,0,0,3.391326,1.4309231,0.9008193,0,0,1331,5,0,0,0,10135,1,0,0,0,"class_2"
"79",0.040501096,-0.2723214,0,0,0,41.70312,0.296875,0,0,0,2.323909,63.07192,0,0,0,0.12789281,0,0,0,0,7.6875,0.9375,0,0,0,7,2,0,0,0,8,58,0,0,0,3.509059,1.5520084,0,0,0,1502,11,0,0,0,11893,8,0,0,0,"class_2"
"80",0.0183267026,-0.2051932,0,0,0,40.04839,0.69354839,0,0,0,2.313062,60.40984,61.93548,0,0,0.1372549,0,0,0,0,8.032258,1.41935484,0.19354839,0,0,49,5,1,0,0,26,38,6,0,0,4.117009,1.8602696,0.7430268,0,0,1529,17,0,0,0,12634,14,0,0,0,"class_2"
"81",-0.0128673583,-0.1056911,0,0,0,42.32812,1.140625,0,0,0,2.34375,62.41121,0,0,0,0.12849494,0,0,0,0,7.6875,1.0625,0,0,0,53,2,0,0,0,39,62,0,0,0,3.702745,1.6702343,0,0,0,1537,14,0,0,0,12565,14,0,0,0,"class_2"
"82",0.0423372122,0.3571429,0,0,0,48.95161,0.06451613,0,0,0,2.604971,61.61502,0,0,0,0.08275862,0,0,0,0,5.806452,0.58064516,0,0,0,35,1,0,0,0,4,4,0,0,0,2.559705,1.0487836,0,0,0,822,2,0,0,0,4947,1,0,0,0,"class_2"
"83",-0.0341438882,0.1333333,0,0,0,40.71875,0.078125,0,0,0,2.292659,63.47123,0,0,0,0.12244898,0,0,0,0,7.71875,0.8125,0,0,0,50,1,0,0,0,16,20,0,0,0,2.951829,1.1666667,0,0,0,1530,3,0,0,0,12108,1,0,0,0,"class_2"
"84",-0.0462962313,-0.2222222,0,0,0,43.16393,0.16393443,0,0,0,2.438798,60.38251,0,0,0,0.14634146,0,0,0,0,6.655738,0.72131148,0,0,0,33,1,0,0,0,16,17,0,0,0,3.177448,1.3182204,0,0,0,1073,6,0,0,0,7365,3,0,0,0,"class_2"
"85",0.0374606142,0.0533805,-0.3333333,0,0,43.73016,2.61904762,0.01587302,0,0,2.41065,60.06861,62.84178,0,0,0.12774451,0,0,0,0,7.650794,1.65079365,0.38095238,0,0,63,1,1,0,0,8,8,8,0,0,4.247043,2.1639177,1.1419928,0,0,1375,22,1,0,0,10934,30,0,0,0,"class_2"
"86",0.0690602958,-0.04096834,0,0,0,38.36066,3.40983607,0,0,0,2.278689,58.2612,60.90164,0,0,0.17889182,0,0,0,0,8.229508,1.27868852,0.29508197,0,0,2,2,1,0,0,32,41,11,0,0,4.698913,1.9590061,0.9008193,0,0,1669,17,0,0,0,14500,19,0,0,0,"class_2"
"87",-0.0206906214,0.125,0,0,0,39.45161,0.24193548,0,0,0,2.293496,61.23374,0,0,0,0.11618497,0,0,0,0,7.870968,0.90322581,0,0,0,42,2,0,0,0,3,9,0,0,0,3.380192,1.3393132,0,0,0,1596,6,0,0,0,13235,3,0,0,0,"class_2"
"88",-0.0148859327,0.09090909,0,0,0,40.47619,0.38095238,0,0,0,2.305684,62.02816,0,0,0,0.14259928,0,0,0,0,7.809524,0.95238095,0,0,0,8,1,0,0,0,16,27,0,0,0,3.36901,1.4748272,0,0,0,1504,9,0,0,0,11797,7,0,0,0,"class_2"
"89",-0.0439611424,-0.06144726,-0.9891008,0,0,42.7619,2.12698413,0.04761905,0,0,2.379416,60.14798,62.81106,62.96825,0,0.12206897,0.09677419,0,0,0,7.396825,1.52380952,0.31746032,0.1269841,0,47,1,1,1,0,40,40,40,26,0,4.619523,2.6265219,1.4348811,0.7069257,0,1332,29,3,0,0,10531,53,1,0,0,"class_2"
"90",0.0794459968,0.4586305,1,0,0,40.64516,0.93548387,0,0,0,2.332628,60.83712,61.90323,61.93548,0,0.13102119,0,0,0,0,7.548387,1.06451613,0.35483871,0.2580645,0,2,2,1,1,0,38,28,27,27,0,4.002775,1.7913359,1.1028543,0.9907024,0,1421,8,0,0,0,11437,5,0,0,0,"class_2"
"91",-0.0758023389,-0.4285714,0,0,0,44.67742,0.0483871,0,0,0,2.464833,61.58223,0,0,0,0.14863749,0,0,0,0,6.387097,0.64516129,0,0,0,6,1,0,0,0,48,4,0,0,0,3.320847,1.1321932,0,0,0,1091,3,0,0,0,7883,0,0,0,0,"class_2"
"92",-0.1249576327,-0.3333333,0,0,0,39.46774,0.67741935,0,0,0,2.294024,60.53834,0,0,0,0.13391197,0,0,0,0,7.806452,1.29032258,0,0,0,34,5,0,0,0,14,12,0,0,0,3.9165,1.702333,0,0,0,1469,15,0,0,0,11728,10,0,0,0,"class_2"
"93",-0.0105404946,-0.2756014,0,0,0,45.92537,0.64179104,0,0,0,2.391678,65.82542,66.9403,0,0,0.13862559,0,0,0,0,7.373134,0.95522388,0.17910448,0,0,11,1,1,0,0,15,64,16,0,0,4.014503,1.735833,0.7161635,0,0,1532,13,0,0,0,12427,11,0,0,0,"class_2"
"94",-0.123020234,-0.227758,0,0,0,45.62712,0.08474576,0,0,0,2.573349,58.46055,58.9661,0,0,0.08237986,0,0,0,0,5.830508,0.77966102,0.10169492,0,0,19,2,1,0,0,11,11,8,0,0,2.865686,1.378002,0.5475625,0,0,826,5,0,0,0,5179,1,0,0,0,"class_2"
"95",-0.1115969355,-0.1601112,-0.3333333,0,0,42.26562,0.34375,0.015625,0,0,2.341766,62.91716,63.84425,0,0,0.13090257,0,0,0,0,7.65625,1.25,0.375,0,0,17,1,1,0,0,61,61,61,0,0,4.059943,1.8430479,1.1338934,0,0,1527,12,1,0,0,12508,8,0,0,0,"class_2"
"96",0.1026573834,-0.01027617,0,0,0,42.22222,1.79365079,0,0,0,2.362007,61.12135,62.96825,0,0,0.13444816,0,0,0,0,7.428571,1.04761905,0.0952381,0,0,6,2,1,0,0,9,12,14,0,0,3.986729,1.6889448,0.5301943,0,0,1361,13,0,0,0,10544,15,0,0,0,"class_2"
"97",0.0071639612,-0.09090909,0,0,0,64.95946,0.12162162,0,0,0,2.779711,73.54387,0,0,0,0.10581506,0,0,0,0,5.432432,0.54054054,0,0,0,7,2,0,0,0,60,60,0,0,0,3.239656,1.1608829,0,0,0,975,5,0,0,0,6355,3,0,0,0,"class_2"
"98",-0.0805739096,0.04761905,0,0,0,38.59677,0.08064516,0,0,0,2.265468,61.55103,0,0,0,0.11297798,0,0,0,0,7.645161,0.64516129,0,0,0,44,2,0,0,0,3,20,0,0,0,3.534823,1.1321932,0,0,0,1596,3,0,0,0,13392,1,0,0,0,"class_2"
"99",0.0402170645,-0.3333333,0,0,0,40.38333,0.13333333,0,0,0,2.368927,59.23785,0,0,0,0.10434783,0,0,0,0,7.233333,1.06666667,0,0,0,53,3,0,0,0,55,2,0,0,0,3.06631,1.3512915,0,0,0,1177,6,0,0,0,8649,1,0,0,0,"class_2"
"100",0.1868364988,0.3117757,-0.5,0,0,41.83607,3.3442623,0.06557377,0,0,2.394536,57.89836,60.80546,0,0,0.13604919,0,0,0,0,7.344262,1.3442623,0.29508197,0,0,61,1,1,0,0,42,42,19,0,0,3.614255,2.080747,1.1880553,0,0,1183,18,2,0,0,8629,27,1,0,0,"class_2"
"101",0.1212121212,0,0,0,0,42.27273,0,0,0,0,2.966173,44,0,0,0,0.09056604,0,0,0,0,3.681818,0.09090909,0,0,0,2,1,0,0,0,8,8,0,0,0,2.228491,0.6030227,0,0,0,249,0,0,0,0,1018,0,0,0,0,"class_3"
"102",0.1926378072,0,0,0,0,63.22449,0,0,0,0,3.634354,48.79592,0,0,0,0.04545455,0,0,0,0,3.346939,0.40816327,0,0,0,2,1,0,0,0,28,3,0,0,0,2.005732,0.814411,0,0,0,192,0,0,0,0,629,0,0,0,0,"class_3"
"103",0.1450626566,0,0,0,0,78.23077,0,0,0,0,4.067873,51.88462,0,0,0,0.06557377,0,0,0,0,3.153846,0.23076923,0,0,0,1,1,0,0,0,2,34,0,0,0,1.797434,0.6452051,0,0,0,175,0,0,0,0,509,0,0,0,0,"class_3"
"104",-0.0201037117,0,0,0,0,41.11364,0,0,0,0,2.912262,43.95455,0,0,0,0.0747331,0,0,0,0,3.727273,0.09090909,0,0,0,3,1,0,0,0,27,4,0,0,0,2.128037,0.4214141,0,0,0,267,0,0,0,0,1144,0,0,0,0,"class_3"
"105",-0.0634632217,1,0,0,0,43.18605,0,0,0,0,3.056478,42.76744,42.95349,0,0,0.05791506,0,0,0,0,3.767442,0.51162791,0.13953488,0,0,1,1,1,0,0,8,8,8,0,0,2.724118,0.9604585,0.6392479,0,0,249,0,0,0,0,1144,0,0,0,0,"class_3"
"106",0.1610318546,0,0,0,0,67.21154,0,0,0,0,3.635747,51.96154,0,0,0,0,0,0,0,0,3.115385,0.07692308,0,0,0,3,1,0,0,0,22,22,0,0,0,1.616749,0.3883678,0,0,0,196,0,0,0,0,650,0,0,0,0,"class_3"
"107",0.3702403838,0.3377338,-1,0,0,56.80435,0.06521739,0.02173913,0,0,3.524638,45.69855,45.87053,0,0,0.07978723,0,0,0,0,3.434783,0.60869565,0.26086957,0,0,1,1,1,0,0,8,27,27,0,0,2.437231,1.8193804,1.0632191,0,0,178,3,1,0,0,599,1,0,0,0,"class_3"
"108",0.3678715038,-0.4769231,0,0,0,48.97727,0.29545455,0,0,0,3.278013,43.28647,0,0,0,0.01388889,0,0,0,0,3.727273,0.54545455,0,0,0,44,3,0,0,0,22,22,0,0,0,2.336402,1.4540168,0,0,0,214,7,0,0,0,825,7,0,0,0,"class_3"
"109",-0.0743737958,0,0,0,0,45.25581,0,0,0,0,3.155039,42.81395,0,0,0,0.08606557,0,0,0,0,3.813953,0.37209302,0,0,0,42,1,0,0,0,29,2,0,0,0,2.073137,0.7874992,0,0,0,230,0,0,0,0,846,0,0,0,0,"class_3"
"110",-0.2585751979,-0.2222222,0,0,0,61.5,0.04545455,0,0,0,3.860465,43.41121,0,0,0,0.06936416,0,0,0,0,3.681818,1,0,0,0,5,1,0,0,0,6,16,0,0,0,1.889663,1.1812488,0,0,0,165,2,0,0,0,474,0,0,0,0,"class_3"
"111",0.1392877874,0.1666667,0,0,0,50.61364,0.02272727,0,0,0,3.354123,43.81924,0,0,0,0.09813084,0,0,0,0,3.818182,0.45454545,0,0,0,44,1,0,0,0,20,2,0,0,0,2.202248,1.1300246,0,0,0,200,1,0,0,0,658,0,0,0,0,"class_3"
"112",0.2239890959,-0.12,0,0,0,47.43182,0.13636364,0,0,0,3.206131,43.46089,0,0,0,0.09375,0,0,0,0,3.818182,0.72727273,0,0,0,1,1,0,0,0,27,27,0,0,0,2.670012,1.6755927,0,0,0,210,6,0,0,0,774,4,0,0,0,"class_3"
"113",0.21655007,1,0,0,0,47.06818,0,0,0,0,3.189218,43.90909,43.95455,0,0,0.02857143,0,0,0,0,3.727273,0.22727273,0.13636364,0,0,11,1,1,0,0,25,25,25,0,0,1.796167,0.7428304,0.6321212,0,0,206,0,0,0,0,680,0,0,0,0,"class_3"
"114",-0.2340946511,1,0,0,0,48.52174,0,0,0,0,3.156522,45.91304,45.95652,0,0,0.01271186,0,0,0,0,3.652174,0.2173913,0.13043478,0,0,5,1,1,0,0,19,19,19,0,0,1.791553,0.7276459,0.6185537,0,0,234,0,0,0,0,861,0,0,0,0,"class_3"
"115",0.3237553713,0.8092243,0,0,0,56.10638,0.0212766,0,0,0,3.439408,46.83071,46.95745,0,0,0.03370787,0,0,0,0,3.489362,0.55319149,0.12765957,0,0,47,1,1,0,0,25,26,24,0,0,2.348657,1.6125663,0.6120891,0,0,174,1,0,0,0,547,0,0,0,0,"class_3"
"116",-0.1149239236,0,0,0,0,51.80435,0,0,0,0,3.302415,45.82609,0,0,0,0.09813084,0,0,0,0,3.652174,0.34782609,0,0,0,7,1,0,0,0,26,2,0,0,0,1.68941,0.7664461,0,0,0,200,0,0,0,0,613,0,0,0,0,"class_3"
"117",0.2603825949,0,0,0,0,65.08333,0,0,0,0,3.769504,47.91667,0,0,0,0.09574468,0,0,0,0,3.416667,0.16666667,0,0,0,2,2,0,0,0,1,1,0,0,0,1.784488,0.5586204,0,0,0,176,0,0,0,0,545,0,0,0,0,"class_3"
"118",0.1843271871,0.6666667,0,0,0,36.41026,0.1025641,0,0,0,2.916329,38.64642,0,0,0,0.11065574,0,0,0,0,4.25641,0.51282051,0,0,0,38,5,0,0,0,2,2,0,0,0,2.489113,1.3547537,0,0,0,226,2,0,0,0,820,1,0,0,0,"class_3"
"119",0.001715801,0.55,0,0,0,65.66667,0.08333333,0,0,0,3.794326,47.62855,0,0,0,0.01744186,0,0,0,0,3.333333,0.75,0,0,0,1,1,0,0,0,6,32,0,0,0,1.938779,1.3448088,0,0,0,170,2,0,0,0,553,1,0,0,0,"class_3"
"120",0.3166056493,0,0,0,0,59,0,0,0,0,3.510638,47.95833,0,0,0,0.09767442,0,0,0,0,3.416667,0.08333333,0,0,0,4,1,0,0,0,27,30,0,0,0,1.854647,0.4038819,0,0,0,201,0,0,0,0,654,0,0,0,0,"class_3"
"121",0.1078147396,0.25,0,0,0,48.55556,0.02222222,0,0,0,3.207071,44.73434,0,0,0,0.08294931,0,0,0,0,3.777778,0.53333333,0,0,0,5,2,0,0,0,25,25,0,0,0,2.152049,1.3751033,0,0,0,205,1,0,0,0,666,0,0,0,0,"class_3"
"122",-0.1407301652,0.2173913,0,0,0,49.17391,0.02173913,0,0,0,3.185507,45.78357,0,0,0,0.07317073,0,0,0,0,3.695652,0.52173913,0,0,0,46,1,0,0,0,20,4,0,0,0,2.317753,1.2951041,0,0,0,234,1,0,0,0,899,0,0,0,0,"class_3"
"123",0.2724014337,-0.1344538,0,0,0,75.02,0.02,0,0,0,4.062041,49.84082,49.96,0,0,0.13043478,0,0,0,0,3.36,0.36,0.12,0,0,3,1,1,0,0,29,29,29,0,0,2.265626,1.0644535,0.593846,0,0,189,1,0,0,0,568,0,0,0,0,"class_3"
"124",0.2157424199,1,0,0,0,62.29787,0,0,0,0,3.708603,46.82979,0,0,0,0.01546392,0,0,0,0,3.617021,0.59574468,0,0,0,45,1,0,0,0,9,14,0,0,0,1.973225,1.1732447,0,0,0,192,0,0,0,0,611,0,0,0,0,"class_3"
"125",0.1732092883,1,0,0,0,56.55319,0,0,0,0,3.458834,46.95745,0,0,0,0.03964758,0,0,0,0,3.617021,0.34042553,0,0,0,47,1,0,0,0,10,4,0,0,0,2.308333,1.0483236,0,0,0,221,0,0,0,0,812,0,0,0,0,"class_3"
"126",0.250788312,-0.5,0,0,0,44.95349,0.02325581,0,0,0,3.140642,42.81506,0,0,0,0.07317073,0,0,0,0,3.906977,0.27906977,0,0,0,1,1,0,0,0,22,22,0,0,0,2.009667,0.8259362,0,0,0,234,1,0,0,0,901,0,0,0,0,"class_3"
